ins_name,duration,log_time
INFRA_BE_2,303,2022-10-09 07:00:00
INFRA_BE_3,162,2022-10-09 07:00:00
API_BE_1,725,2022-10-09 07:30:00
API_BE_2,207,2022-10-09 07:30:00
API_BE_3,535,2022-10-09 07:30:00
INFRA_BE_1,203,2022-10-09 07:30:00
INFRA_BE_2,130,2022-10-09 07:30:00
INFRA_BE_3,878,2022-10-09 07:30:00
API_BE_1,505,2022-10-09 08:00:00
API_BE_2,286,2022-10-09 08:00:00
API_BE_3,1756,2022-10-09 08:00:00
INFRA_BE_1,596,2022-10-09 08:00:00
INFRA_BE_2,385,2022-10-09 08:00:00
INFRA_BE_3,510,2022-10-09 08:00:00
API_BE_1,274,2022-10-09 08:30:00
API_BE_2,276,2022-10-09 08:30:00
API_BE_3,725,2022-10-09 08:30:00
INFRA_BE_1,255,2022-10-09 08:30:00
INFRA_BE_2,469,2022-10-09 08:30:00
INFRA_BE_3,425,2022-10-09 08:30:00
API_BE_1,741,2022-10-09 09:00:00
API_BE_2,718,2022-10-09 09:00:00
API_BE_3,917,2022-10-09 09:00:00
INFRA_BE_1,1261,2022-10-09 09:00:00
INFRA_BE_2,811,2022-10-09 09:00:00
INFRA_BE_3,419,2022-10-09 09:00:00
API_BE_1,504,2022-10-09 09:30:00
API_BE_2,477,2022-10-09 09:30:00
API_BE_3,165,2022-10-09 09:30:00
INFRA_BE_1,312,2022-10-09 09:30:00
INFRA_BE_2,129,2022-10-09 09:30:00
INFRA_BE_3,602,2022-10-09 09:30:00
API_BE_1,136,2022-10-09 10:00:00
API_BE_2,990,2022-10-09 10:00:00
API_BE_3,934,2022-10-09 10:00:00
INFRA_BE_1,961,2022-10-09 10:00:00
INFRA_BE_2,103,2022-10-09 10:00:00
INFRA_BE_3,442,2022-10-09 10:00:00
API_BE_1,226,2022-10-09 10:30:00
API_BE_2,309,2022-10-09 10:30:00
API_BE_3,837,2022-10-09 10:30:00
INFRA_BE_1,760,2022-10-09 10:30:00
INFRA_BE_2,473,2022-10-09 10:30:00
INFRA_BE_3,467,2022-10-09 10:30:00
API_BE_1,682,2022-10-09 11:00:00
API_BE_2,149,2022-10-09 11:00:00
API_BE_3,653,2022-10-09 11:00:00
INFRA_BE_1,845,2022-10-09 11:00:00
INFRA_BE_2,635,2022-10-09 11:00:00
INFRA_BE_3,181,2022-10-09 11:00:00
API_BE_1,1196,2022-10-09 11:30:00
API_BE_2,680,2022-10-09 11:30:00
API_BE_3,335,2022-10-09 11:30:00
INFRA_BE_1,483,2022-10-09 11:30:00
INFRA_BE_2,399,2022-10-09 11:30:00
INFRA_BE_3,773,2022-10-09 11:30:00
API_BE_1,733,2022-10-09 12:00:00
API_BE_2,114,2022-10-09 12:00:00
API_BE_3,364,2022-10-09 12:00:00
INFRA_BE_1,477,2022-10-09 12:00:00
INFRA_BE_2,158,2022-10-09 12:00:00
INFRA_BE_3,413,2022-10-09 12:00:00
API_BE_1,693,2022-10-09 12:30:00
API_BE_2,759,2022-10-09 12:30:00
API_BE_3,134,2022-10-09 12:30:00
INFRA_BE_1,894,2022-10-09 12:30:00
INFRA_BE_2,989,2022-10-09 12:30:00
INFRA_BE_3,405,2022-10-09 12:30:00
API_BE_1,372,2022-10-09 13:00:00
API_BE_2,1643,2022-10-09 13:00:00
API_BE_3,704,2022-10-09 13:00:00
INFRA_BE_1,417,2022-10-09 13:00:00
INFRA_BE_2,461,2022-10-09 13:00:00
INFRA_BE_3,415,2022-10-09 13:00:00
API_BE_1,820,2022-10-09 13:30:00
API_BE_2,304,2022-10-09 13:30:00
API_BE_3,525,2022-10-09 13:30:00
INFRA_BE_1,295,2022-10-09 13:30:00
INFRA_BE_2,534,2022-10-09 13:30:00
INFRA_BE_3,560,2022-10-09 13:30:00
API_BE_1,784,2022-10-09 14:00:00
API_BE_2,322,2022-10-09 14:00:00
API_BE_3,323,2022-10-09 14:00:00
INFRA_BE_1,696,2022-10-09 14:00:00
INFRA_BE_2,488,2022-10-09 14:00:00
INFRA_BE_3,992,2022-10-09 14:00:00
API_BE_1,874,2022-10-09 14:30:00
API_BE_2,736,2022-10-09 14:30:00
API_BE_3,726,2022-10-09 14:30:00
INFRA_BE_1,1155,2022-10-09 14:30:00
INFRA_BE_2,832,2022-10-09 14:30:00
INFRA_BE_3,296,2022-10-09 14:30:00
API_BE_1,918,2022-10-09 15:00:00
API_BE_2,667,2022-10-09 15:00:00
API_BE_3,614,2022-10-09 15:00:00
INFRA_BE_1,237,2022-10-09 15:00:00
INFRA_BE_2,349,2022-10-09 15:00:00
INFRA_BE_3,830,2022-10-09 15:00:00
API_BE_1,300,2022-10-09 15:30:00
API_BE_2,131,2022-10-09 15:30:00
API_BE_3,562,2022-10-09 15:30:00
INFRA_BE_1,1526,2022-10-09 15:30:00
INFRA_BE_2,385,2022-10-09 15:30:00
INFRA_BE_3,1014,2022-10-09 15:30:00
API_BE_1,176,2022-10-09 16:00:00
API_BE_2,665,2022-10-09 16:00:00
API_BE_3,835,2022-10-09 16:00:00
INFRA_BE_1,121,2022-10-09 16:00:00
INFRA_BE_2,478,2022-10-09 16:00:00
INFRA_BE_3,1798,2022-10-09 16:00:00
API_BE_1,1041,2022-10-09 16:30:00
API_BE_2,850,2022-10-09 16:30:00
API_BE_3,896,2022-10-09 16:30:00
INFRA_BE_1,320,2022-10-09 16:30:00
INFRA_BE_2,401,2022-10-09 16:30:00
INFRA_BE_3,667,2022-10-09 16:30:00
API_BE_1,280,2022-10-09 17:00:00
API_BE_2,629,2022-10-09 17:00:00
API_BE_3,466,2022-10-09 17:00:00
INFRA_BE_1,1896,2022-10-09 17:00:00
INFRA_BE_2,392,2022-10-09 17:00:00
INFRA_BE_3,1632,2022-10-09 17:00:00
API_BE_1,309,2022-10-09 17:30:00
API_BE_2,1146,2022-10-09 17:30:00
API_BE_3,815,2022-10-09 17:30:00
INFRA_BE_1,218,2022-10-09 17:30:00
INFRA_BE_2,1943,2022-10-09 17:30:00
INFRA_BE_3,714,2022-10-09 17:30:00
API_BE_1,1579,2022-10-09 18:00:00
API_BE_2,751,2022-10-09 18:00:00
API_BE_3,331,2022-10-09 18:00:00
INFRA_BE_1,1808,2022-10-09 18:00:00
INFRA_BE_2,938,2022-10-09 18:00:00
INFRA_BE_3,163,2022-10-09 18:00:00
API_BE_1,807,2022-10-09 18:30:00
API_BE_2,504,2022-10-09 18:30:00
API_BE_3,387,2022-10-09 18:30:00
INFRA_BE_1,386,2022-10-09 18:30:00
INFRA_BE_2,910,2022-10-09 18:30:00
INFRA_BE_3,820,2022-10-09 18:30:00
API_BE_1,696,2022-10-09 19:00:00
API_BE_2,473,2022-10-09 19:00:00
API_BE_3,200,2022-10-09 19:00:00
INFRA_BE_1,318,2022-10-09 19:00:00
INFRA_BE_2,305,2022-10-09 19:00:00
INFRA_BE_3,167,2022-10-09 19:00:00
API_BE_1,1948,2022-10-09 19:30:00
API_BE_2,996,2022-10-09 19:30:00
API_BE_3,531,2022-10-09 19:30:00
INFRA_BE_1,369,2022-10-09 19:30:00
INFRA_BE_2,190,2022-10-09 19:30:00
INFRA_BE_3,612,2022-10-09 19:30:00
API_BE_1,901,2022-10-09 20:00:00
API_BE_2,756,2022-10-09 20:00:00
API_BE_3,324,2022-10-09 20:00:00
INFRA_BE_1,983,2022-10-09 20:00:00
INFRA_BE_2,911,2022-10-09 20:00:00
INFRA_BE_3,213,2022-10-09 20:00:00
API_BE_1,474,2022-10-09 20:30:00
API_BE_2,455,2022-10-09 20:30:00
API_BE_3,929,2022-10-09 20:30:00
INFRA_BE_1,746,2022-10-09 20:30:00
INFRA_BE_2,687,2022-10-09 20:30:00
INFRA_BE_3,648,2022-10-09 20:30:00
API_BE_1,194,2022-10-09 21:00:00
API_BE_2,1809,2022-10-09 21:00:00
API_BE_3,94,2022-10-09 21:00:00
INFRA_BE_1,183,2022-10-09 21:00:00
INFRA_BE_2,379,2022-10-09 21:00:00
INFRA_BE_3,1499,2022-10-09 21:00:00
API_BE_1,836,2022-10-09 21:30:00
API_BE_2,447,2022-10-09 21:30:00
API_BE_3,739,2022-10-09 21:30:00
INFRA_BE_1,690,2022-10-09 21:30:00
INFRA_BE_2,873,2022-10-09 21:30:00
INFRA_BE_3,414,2022-10-09 21:30:00
API_BE_1,878,2022-10-09 22:00:00
API_BE_2,199,2022-10-09 22:00:00
API_BE_3,390,2022-10-09 22:00:00
INFRA_BE_1,421,2022-10-09 22:00:00
INFRA_BE_2,872,2022-10-09 22:00:00
INFRA_BE_3,896,2022-10-09 22:00:00
API_BE_1,336,2022-10-09 22:30:00
API_BE_2,281,2022-10-09 22:30:00
API_BE_3,513,2022-10-09 22:30:00
INFRA_BE_1,771,2022-10-09 22:30:00
INFRA_BE_2,431,2022-10-09 22:30:00
INFRA_BE_3,145,2022-10-09 22:30:00
API_BE_1,1503,2022-10-09 23:00:00
API_BE_2,394,2022-10-09 23:00:00
API_BE_3,682,2022-10-09 23:00:00
INFRA_BE_1,834,2022-10-09 23:00:00
INFRA_BE_2,216,2022-10-09 23:00:00
INFRA_BE_3,113,2022-10-09 23:00:00
API_BE_1,278,2022-10-09 23:30:00
API_BE_2,612,2022-10-09 23:30:00
API_BE_3,297,2022-10-09 23:30:00
INFRA_BE_1,987,2022-10-09 23:30:00
INFRA_BE_2,218,2022-10-09 23:30:00
INFRA_BE_3,1689,2022-10-09 23:30:00
API_BE_1,638,2022-10-10 00:00:00
API_BE_2,225,2022-10-10 00:00:00
API_BE_3,422,2022-10-10 00:00:00
INFRA_BE_1,984,2022-10-10 00:00:00
INFRA_BE_2,673,2022-10-10 00:00:00
INFRA_BE_3,1433,2022-10-10 00:00:00
API_BE_1,904,2022-10-10 00:30:00
API_BE_2,367,2022-10-10 00:30:00
API_BE_3,604,2022-10-10 00:30:00
INFRA_BE_1,207,2022-10-10 00:30:00
INFRA_BE_2,1419,2022-10-10 00:30:00
INFRA_BE_3,591,2022-10-10 00:30:00
API_BE_1,469,2022-10-10 01:00:00
API_BE_2,166,2022-10-10 01:00:00
API_BE_3,989,2022-10-10 01:00:00
INFRA_BE_1,488,2022-10-10 01:00:00
INFRA_BE_2,135,2022-10-10 01:00:00
INFRA_BE_3,645,2022-10-10 01:00:00
API_BE_1,756,2022-10-10 01:30:00
API_BE_2,248,2022-10-10 01:30:00
API_BE_3,601,2022-10-10 01:30:00
INFRA_BE_1,591,2022-10-10 01:30:00
INFRA_BE_2,341,2022-10-10 01:30:00
INFRA_BE_3,155,2022-10-10 01:30:00
API_BE_1,758,2022-10-10 02:00:00
API_BE_2,315,2022-10-10 02:00:00
API_BE_3,268,2022-10-10 02:00:00
INFRA_BE_1,519,2022-10-10 02:00:00
INFRA_BE_2,755,2022-10-10 02:00:00
INFRA_BE_3,1920,2022-10-10 02:00:00
API_BE_1,166,2022-10-10 02:30:00
API_BE_2,802,2022-10-10 02:30:00
API_BE_3,911,2022-10-10 02:30:00
INFRA_BE_1,639,2022-10-10 02:30:00
INFRA_BE_2,382,2022-10-10 02:30:00
INFRA_BE_3,252,2022-10-10 02:30:00
API_BE_1,980,2022-10-10 03:00:00
API_BE_2,817,2022-10-10 03:00:00
API_BE_3,832,2022-10-10 03:00:00
INFRA_BE_1,1443,2022-10-10 03:00:00
INFRA_BE_2,681,2022-10-10 03:00:00
INFRA_BE_3,532,2022-10-10 03:00:00
API_BE_1,802,2022-10-10 03:30:00
API_BE_2,552,2022-10-10 03:30:00
API_BE_3,811,2022-10-10 03:30:00
INFRA_BE_1,910,2022-10-10 03:30:00
INFRA_BE_2,1222,2022-10-10 03:30:00
INFRA_BE_3,141,2022-10-10 03:30:00
API_BE_1,943,2022-10-10 04:00:00
API_BE_2,769,2022-10-10 04:00:00
API_BE_3,907,2022-10-10 04:00:00
INFRA_BE_1,245,2022-10-10 04:00:00
INFRA_BE_2,521,2022-10-10 04:00:00
INFRA_BE_3,106,2022-10-10 04:00:00
API_BE_1,913,2022-10-10 04:30:00
API_BE_2,1520,2022-10-10 04:30:00
API_BE_3,671,2022-10-10 04:30:00
INFRA_BE_1,218,2022-10-10 04:30:00
INFRA_BE_2,923,2022-10-10 04:30:00
INFRA_BE_3,676,2022-10-10 04:30:00
API_BE_1,966,2022-10-10 05:00:00
API_BE_2,458,2022-10-10 05:00:00
API_BE_3,689,2022-10-10 05:00:00
INFRA_BE_1,105,2022-10-10 05:00:00
INFRA_BE_2,316,2022-10-10 05:00:00
INFRA_BE_3,926,2022-10-10 05:00:00
API_BE_1,954,2022-10-10 05:30:00
API_BE_2,310,2022-10-10 05:30:00
API_BE_3,230,2022-10-10 05:30:00
INFRA_BE_1,307,2022-10-10 05:30:00
INFRA_BE_2,879,2022-10-10 05:30:00
INFRA_BE_3,612,2022-10-10 05:30:00
API_BE_1,919,2022-10-10 06:00:00
API_BE_2,708,2022-10-10 06:00:00
API_BE_3,593,2022-10-10 06:00:00
INFRA_BE_1,441,2022-10-10 06:00:00
INFRA_BE_2,120,2022-10-10 06:00:00
INFRA_BE_3,426,2022-10-10 06:00:00
API_BE_1,784,2022-10-10 06:30:00
API_BE_2,434,2022-10-10 06:30:00
API_BE_3,1117,2022-10-10 06:30:00
INFRA_BE_1,896,2022-10-10 06:30:00
INFRA_BE_2,177,2022-10-10 06:30:00
INFRA_BE_3,820,2022-10-10 06:30:00
API_BE_1,611,2022-10-10 07:00:00
API_BE_2,773,2022-10-10 07:00:00
API_BE_3,359,2022-10-10 07:00:00
INFRA_BE_1,169,2022-10-10 07:00:00
INFRA_BE_2,288,2022-10-10 07:00:00
INFRA_BE_3,217,2022-10-10 07:00:00
API_BE_1,349,2022-10-10 07:30:00
API_BE_2,534,2022-10-10 07:30:00
API_BE_3,100,2022-10-10 07:30:00
INFRA_BE_1,837,2022-10-10 07:30:00
INFRA_BE_2,799,2022-10-10 07:30:00
INFRA_BE_3,228,2022-10-10 07:30:00
API_BE_1,570,2022-10-10 08:00:00
API_BE_2,560,2022-10-10 08:00:00
API_BE_3,268,2022-10-10 08:00:00
INFRA_BE_1,922,2022-10-10 08:00:00
INFRA_BE_2,994,2022-10-10 08:00:00
INFRA_BE_3,949,2022-10-10 08:00:00
API_BE_1,1767,2022-10-10 08:30:00
API_BE_2,899,2022-10-10 08:30:00
API_BE_3,573,2022-10-10 08:30:00
INFRA_BE_1,1756,2022-10-10 08:30:00
INFRA_BE_2,670,2022-10-10 08:30:00
INFRA_BE_3,361,2022-10-10 08:30:00
API_BE_1,331,2022-10-10 09:00:00
API_BE_2,223,2022-10-10 09:00:00
API_BE_3,314,2022-10-10 09:00:00
INFRA_BE_1,619,2022-10-10 09:00:00
INFRA_BE_2,133,2022-10-10 09:00:00
INFRA_BE_3,915,2022-10-10 09:00:00
API_BE_1,920,2022-10-10 09:30:00
API_BE_2,248,2022-10-10 09:30:00
API_BE_3,879,2022-10-10 09:30:00
INFRA_BE_1,357,2022-10-10 09:30:00
INFRA_BE_2,450,2022-10-10 09:30:00
INFRA_BE_3,187,2022-10-10 09:30:00
API_BE_1,652,2022-10-10 10:00:00
API_BE_2,376,2022-10-10 10:00:00
API_BE_3,542,2022-10-10 10:00:00
INFRA_BE_1,1499,2022-10-10 10:00:00
INFRA_BE_2,1223,2022-10-10 10:00:00
INFRA_BE_3,660,2022-10-10 10:00:00
API_BE_1,1902,2022-10-10 10:30:00
API_BE_2,331,2022-10-10 10:30:00
API_BE_3,989,2022-10-10 10:30:00
INFRA_BE_1,428,2022-10-10 10:30:00
INFRA_BE_2,140,2022-10-10 10:30:00
INFRA_BE_3,740,2022-10-10 10:30:00
API_BE_1,1868,2022-10-10 11:00:00
API_BE_2,1332,2022-10-10 11:00:00
API_BE_3,113,2022-10-10 11:00:00
INFRA_BE_1,906,2022-10-10 11:00:00
INFRA_BE_2,342,2022-10-10 11:00:00
INFRA_BE_3,424,2022-10-10 11:00:00
API_BE_1,579,2022-10-10 11:30:00
API_BE_2,153,2022-10-10 11:30:00
API_BE_3,273,2022-10-10 11:30:00
INFRA_BE_1,283,2022-10-10 11:30:00
INFRA_BE_2,158,2022-10-10 11:30:00
INFRA_BE_3,437,2022-10-10 11:30:00
API_BE_1,652,2022-10-10 12:00:00
API_BE_2,454,2022-10-10 12:00:00
API_BE_3,872,2022-10-10 12:00:00
INFRA_BE_1,959,2022-10-10 12:00:00
INFRA_BE_2,506,2022-10-10 12:00:00
INFRA_BE_3,199,2022-10-10 12:00:00
API_BE_1,475,2022-10-10 12:30:00
API_BE_2,377,2022-10-10 12:30:00
API_BE_3,433,2022-10-10 12:30:00
INFRA_BE_1,191,2022-10-10 12:30:00
INFRA_BE_2,1873,2022-10-10 12:30:00
INFRA_BE_3,934,2022-10-10 12:30:00
API_BE_1,459,2022-10-10 13:00:00
API_BE_2,1425,2022-10-10 13:00:00
API_BE_3,114,2022-10-10 13:00:00
INFRA_BE_1,1231,2022-10-10 13:00:00
INFRA_BE_2,707,2022-10-10 13:00:00
INFRA_BE_3,220,2022-10-10 13:00:00
API_BE_1,1196,2022-10-10 13:30:00
API_BE_2,996,2022-10-10 13:30:00
API_BE_3,710,2022-10-10 13:30:00
INFRA_BE_1,685,2022-10-10 13:30:00
INFRA_BE_2,105,2022-10-10 13:30:00
INFRA_BE_3,131,2022-10-10 13:30:00
API_BE_1,566,2022-10-10 14:00:00
API_BE_2,782,2022-10-10 14:00:00
API_BE_3,702,2022-10-10 14:00:00
INFRA_BE_1,825,2022-10-10 14:00:00
INFRA_BE_2,1840,2022-10-10 14:00:00
INFRA_BE_3,629,2022-10-10 14:00:00
API_BE_1,403,2022-10-10 14:30:00
API_BE_2,872,2022-10-10 14:30:00
API_BE_3,914,2022-10-10 14:30:00
INFRA_BE_1,601,2022-10-10 14:30:00
INFRA_BE_2,952,2022-10-10 14:30:00
INFRA_BE_3,902,2022-10-10 14:30:00
API_BE_1,274,2022-10-10 15:00:00
API_BE_2,259,2022-10-10 15:00:00
API_BE_3,221,2022-10-10 15:00:00
INFRA_BE_1,944,2022-10-10 15:00:00
INFRA_BE_2,100,2022-10-10 15:00:00
INFRA_BE_3,910,2022-10-10 15:00:00
API_BE_1,489,2022-10-10 15:30:00
API_BE_2,226,2022-10-10 15:30:00
API_BE_3,934,2022-10-10 15:30:00
INFRA_BE_1,350,2022-10-10 15:30:00
INFRA_BE_2,236,2022-10-10 15:30:00
INFRA_BE_3,115,2022-10-10 15:30:00
API_BE_1,327,2022-10-10 16:00:00
API_BE_2,612,2022-10-10 16:00:00
API_BE_3,1962,2022-10-10 16:00:00
INFRA_BE_1,414,2022-10-10 16:00:00
INFRA_BE_2,816,2022-10-10 16:00:00
INFRA_BE_3,458,2022-10-10 16:00:00
API_BE_1,345,2022-10-10 16:30:00
API_BE_2,725,2022-10-10 16:30:00
API_BE_3,408,2022-10-10 16:30:00
INFRA_BE_1,344,2022-10-10 16:30:00
INFRA_BE_2,747,2022-10-10 16:30:00
INFRA_BE_3,729,2022-10-10 16:30:00
API_BE_1,490,2022-10-10 17:00:00
API_BE_2,368,2022-10-10 17:00:00
API_BE_3,1904,2022-10-10 17:00:00
INFRA_BE_1,130,2022-10-10 17:00:00
INFRA_BE_2,288,2022-10-10 17:00:00
INFRA_BE_3,808,2022-10-10 17:00:00
API_BE_1,889,2022-10-10 17:30:00
API_BE_2,1473,2022-10-10 17:30:00
API_BE_3,910,2022-10-10 17:30:00
INFRA_BE_1,827,2022-10-10 17:30:00
INFRA_BE_2,679,2022-10-10 17:30:00
INFRA_BE_3,892,2022-10-10 17:30:00
API_BE_1,538,2022-10-10 18:00:00
API_BE_2,739,2022-10-10 18:00:00
API_BE_3,1938,2022-10-10 18:00:00
INFRA_BE_1,556,2022-10-10 18:00:00
INFRA_BE_2,905,2022-10-10 18:00:00
INFRA_BE_3,644,2022-10-10 18:00:00
API_BE_1,695,2022-10-10 18:30:00
API_BE_2,1837,2022-10-10 18:30:00
API_BE_3,909,2022-10-10 18:30:00
INFRA_BE_1,929,2022-10-10 18:30:00
INFRA_BE_2,680,2022-10-10 18:30:00
INFRA_BE_3,719,2022-10-10 18:30:00
API_BE_1,138,2022-10-10 19:00:00
API_BE_2,1445,2022-10-10 19:00:00
API_BE_3,752,2022-10-10 19:00:00
INFRA_BE_1,132,2022-10-10 19:00:00
INFRA_BE_2,451,2022-10-10 19:00:00
INFRA_BE_3,282,2022-10-10 19:00:00
API_BE_1,622,2022-10-10 19:30:00
API_BE_2,1902,2022-10-10 19:30:00
API_BE_3,242,2022-10-10 19:30:00
INFRA_BE_1,1207,2022-10-10 19:30:00
INFRA_BE_2,781,2022-10-10 19:30:00
INFRA_BE_3,517,2022-10-10 19:30:00
API_BE_1,430,2022-10-10 20:00:00
API_BE_2,469,2022-10-10 20:00:00
API_BE_3,263,2022-10-10 20:00:00
INFRA_BE_1,943,2022-10-10 20:00:00
INFRA_BE_2,187,2022-10-10 20:00:00
INFRA_BE_3,205,2022-10-10 20:00:00
API_BE_1,671,2022-10-10 20:30:00
API_BE_2,890,2022-10-10 20:30:00
API_BE_3,646,2022-10-10 20:30:00
INFRA_BE_1,905,2022-10-10 20:30:00
INFRA_BE_2,954,2022-10-10 20:30:00
INFRA_BE_3,672,2022-10-10 20:30:00
API_BE_1,772,2022-10-10 21:00:00
API_BE_2,837,2022-10-10 21:00:00
API_BE_3,980,2022-10-10 21:00:00
INFRA_BE_1,204,2022-10-10 21:00:00
INFRA_BE_2,576,2022-10-10 21:00:00
INFRA_BE_3,511,2022-10-10 21:00:00
API_BE_1,979,2022-10-10 21:30:00
API_BE_2,375,2022-10-10 21:30:00
API_BE_3,711,2022-10-10 21:30:00
INFRA_BE_1,985,2022-10-10 21:30:00
INFRA_BE_2,382,2022-10-10 21:30:00
INFRA_BE_3,712,2022-10-10 21:30:00
API_BE_1,333,2022-10-10 22:00:00
API_BE_2,838,2022-10-10 22:00:00
API_BE_3,580,2022-10-10 22:00:00
INFRA_BE_1,225,2022-10-10 22:00:00
INFRA_BE_2,100,2022-10-10 22:00:00
INFRA_BE_3,665,2022-10-10 22:00:00
API_BE_1,274,2022-10-10 22:30:00
API_BE_2,467,2022-10-10 22:30:00
API_BE_3,674,2022-10-10 22:30:00
INFRA_BE_1,899,2022-10-10 22:30:00
INFRA_BE_2,280,2022-10-10 22:30:00
INFRA_BE_3,199,2022-10-10 22:30:00
API_BE_1,199,2022-10-10 23:00:00
API_BE_2,770,2022-10-10 23:00:00
API_BE_3,1889,2022-10-10 23:00:00
INFRA_BE_1,719,2022-10-10 23:00:00
INFRA_BE_2,942,2022-10-10 23:00:00
INFRA_BE_3,832,2022-10-10 23:00:00
API_BE_1,965,2022-10-10 23:30:00
API_BE_2,740,2022-10-10 23:30:00
API_BE_3,974,2022-10-10 23:30:00
INFRA_BE_1,489,2022-10-10 23:30:00
INFRA_BE_2,300,2022-10-10 23:30:00
INFRA_BE_3,763,2022-10-10 23:30:00
API_BE_1,834,2022-10-11 00:00:00
API_BE_2,355,2022-10-11 00:00:00
API_BE_3,436,2022-10-11 00:00:00
INFRA_BE_1,181,2022-10-11 00:00:00
INFRA_BE_2,804,2022-10-11 00:00:00
INFRA_BE_3,651,2022-10-11 00:00:00
API_BE_1,218,2022-10-11 00:30:00
API_BE_2,839,2022-10-11 00:30:00
API_BE_3,463,2022-10-11 00:30:00
INFRA_BE_1,506,2022-10-11 00:30:00
INFRA_BE_2,384,2022-10-11 00:30:00
INFRA_BE_3,852,2022-10-11 00:30:00
API_BE_1,804,2022-10-11 01:00:00
API_BE_2,1602,2022-10-11 01:00:00
API_BE_3,390,2022-10-11 01:00:00
INFRA_BE_1,258,2022-10-11 01:00:00
INFRA_BE_2,417,2022-10-11 01:00:00
INFRA_BE_3,839,2022-10-11 01:00:00
API_BE_1,240,2022-10-11 01:30:00
API_BE_2,707,2022-10-11 01:30:00
API_BE_3,822,2022-10-11 01:30:00
INFRA_BE_1,642,2022-10-11 01:30:00
INFRA_BE_2,1073,2022-10-11 01:30:00
INFRA_BE_3,697,2022-10-11 01:30:00
API_BE_1,574,2022-10-11 02:00:00
API_BE_2,501,2022-10-11 02:00:00
API_BE_3,1217,2022-10-11 02:00:00
INFRA_BE_1,436,2022-10-11 02:00:00
INFRA_BE_2,423,2022-10-11 02:00:00
INFRA_BE_3,893,2022-10-11 02:00:00
API_BE_1,787,2022-10-11 02:30:00
API_BE_2,420,2022-10-11 02:30:00
API_BE_3,127,2022-10-11 02:30:00
INFRA_BE_1,599,2022-10-11 02:30:00
INFRA_BE_2,1222,2022-10-11 02:30:00
INFRA_BE_3,159,2022-10-11 02:30:00
API_BE_1,743,2022-10-11 03:00:00
API_BE_2,780,2022-10-11 03:00:00
API_BE_3,767,2022-10-11 03:00:00
INFRA_BE_1,932,2022-10-11 03:00:00
INFRA_BE_2,179,2022-10-11 03:00:00
INFRA_BE_3,211,2022-10-11 03:00:00
API_BE_1,205,2022-10-11 03:30:00
API_BE_2,305,2022-10-11 03:30:00
API_BE_3,350,2022-10-11 03:30:00
INFRA_BE_1,570,2022-10-11 03:30:00
INFRA_BE_2,728,2022-10-11 03:30:00
INFRA_BE_3,958,2022-10-11 03:30:00
API_BE_1,565,2022-10-11 04:00:00
API_BE_2,1807,2022-10-11 04:00:00
API_BE_3,170,2022-10-11 04:00:00
INFRA_BE_1,334,2022-10-11 04:00:00
INFRA_BE_2,381,2022-10-11 04:00:00
INFRA_BE_3,190,2022-10-11 04:00:00
API_BE_1,851,2022-10-11 04:30:00
API_BE_2,827,2022-10-11 04:30:00
API_BE_3,333,2022-10-11 04:30:00
INFRA_BE_1,178,2022-10-11 04:30:00
INFRA_BE_2,235,2022-10-11 04:30:00
INFRA_BE_3,532,2022-10-11 04:30:00
API_BE_1,571,2022-10-11 05:00:00
API_BE_2,474,2022-10-11 05:00:00
API_BE_3,310,2022-10-11 05:00:00
INFRA_BE_1,1968,2022-10-11 05:00:00
INFRA_BE_2,355,2022-10-11 05:00:00
INFRA_BE_3,655,2022-10-11 05:00:00
API_BE_1,553,2022-10-11 05:30:00
API_BE_2,106,2022-10-11 05:30:00
API_BE_3,628,2022-10-11 05:30:00
INFRA_BE_1,752,2022-10-11 05:30:00
INFRA_BE_2,900,2022-10-11 05:30:00
INFRA_BE_3,130,2022-10-11 05:30:00
API_BE_1,962,2022-10-11 06:00:00
API_BE_2,649,2022-10-11 06:00:00
API_BE_3,898,2022-10-11 06:00:00
INFRA_BE_1,522,2022-10-11 06:00:00
INFRA_BE_2,809,2022-10-11 06:00:00
INFRA_BE_3,960,2022-10-11 06:00:00
API_BE_1,472,2022-10-11 06:30:00
API_BE_2,486,2022-10-11 06:30:00
API_BE_3,1259,2022-10-11 06:30:00
INFRA_BE_1,260,2022-10-11 06:30:00
INFRA_BE_2,427,2022-10-11 06:30:00
INFRA_BE_3,901,2022-10-11 06:30:00
API_BE_1,842,2022-10-11 07:00:00
API_BE_2,825,2022-10-11 07:00:00
API_BE_3,1967,2022-10-11 07:00:00
INFRA_BE_1,519,2022-10-11 07:00:00
INFRA_BE_2,190,2022-10-11 07:00:00
INFRA_BE_3,189,2022-10-11 07:00:00
API_BE_1,207,2022-10-11 07:30:00
API_BE_2,706,2022-10-11 07:30:00
API_BE_3,606,2022-10-11 07:30:00
INFRA_BE_1,202,2022-10-11 07:30:00
INFRA_BE_2,892,2022-10-11 07:30:00
INFRA_BE_3,591,2022-10-11 07:30:00
API_BE_1,355,2022-10-11 08:00:00
API_BE_2,617,2022-10-11 08:00:00
API_BE_3,273,2022-10-11 08:00:00
INFRA_BE_1,666,2022-10-11 08:00:00
INFRA_BE_2,1649,2022-10-11 08:00:00
INFRA_BE_3,393,2022-10-11 08:00:00
API_BE_1,368,2022-10-11 08:30:00
API_BE_2,439,2022-10-11 08:30:00
